StateCode,Year,FFTCB(TOTAL),CLTCB(COAL),NNTCB(NATURALGAS),PMTCB(PETROLEUM)
ID,1986,148015,8617,35450,103949
ID,1987,151948,8859,37780,105309
ID,1988,159727,9710,41551,108466
ID,1989,172478,9757,46904,115817
ID,1990,177009,10086,46786,120137
ID,1991,185567,12271,52741,120555
ID,1992,178763,9620,50382,118761
ID,1993,196745,9782,58294,128669
ID,1994,201043,9663,59069,132311
ID,1995,215590,8946,65687,140957
ID,1996,226770,7311,69191,150267
ID,1997,223896,6410,70801,146685
ID,1998,233465,8783,71912,152770
ID,1999,246560,7976,73361,165224
ID,2000,255818,13732,74518,167567
ID,2001,248794,11395,81804,155595
ID,2002,243884,10194,73482,160207
ID,2003,222398,10219,71754,140425
ID,2004,247182,12336,78273,156574
ID,2005,249247,11286,78118,159843
ID,2006,252733,8212,79041,165480
ID,2007,256893,10261,83904,162728
ID,2008,251986,8604,90550,152831
ID,2009,240653,8443,87072,145137
ID,2010,250936,8527,85075,157334
ID,2011,247697,7846,83947,155903
ID,2012,248054,5186,90339,152529
ID,2013,271591,7965,107089,156537
ID,2014,260867,7472,93610,159785
ID,2015,284344,4249,107885,172210
IL,1960,2555950,914648,536127,1105175
IL,1961,2581499,899157,576551,1105791
IL,1962,2656588,912473,624035,1120080
IL,1963,2718664,912344,655743,1150577
IL,1964,2848984,944485,737326,1167173
IL,1965,3014185,1014492,778662,1221031
IL,1966,3177216,1072076,868621,1236520
IL,1967,3294281,1030722,979649,1283911
IL,1968,3415170,1006199,1027219,1381752
IL,1969,3565769,1012703,1121210,1431856
IL,1970,3612203,920303,1203225,1488675
IL,1971,3596775,843847,1260009,1492919
IL,1972,3733965,852205,1237471,1644289
IL,1973,3770867,884606,1176722,1709539
IL,1974,3696721,874930,1175830,1645960
IL,1975,3593422,845574,1123588,1624260
IL,1976,3740966,862231,1204616,1674119
IL,1977,3775520,860555,1199778,1715186
IL,1978,3821614,841562,1196435,1783617
IL,1979,3699991,845402,1170615,1683974
IL,1980,3372134,844481,1076174,1451480
IL,1981,3117102,796603,1053097,1267401
IL,1982,2945032,778512,996628,1169893
IL,1983,3004550,848229,956269,1200051
IL,1984,2990268,833205,1056089,1100975
IL,1985,2882766,811110,979924,1091733
IL,1986,2838925,804201,920227,1114497
IL,1987,2820563,783231,873837,1163495
IL,1988,2929472,745182,972786,1211504
IL,1989,2834032,720967,1007747,1105317
IL,1990,2801997,748159,951868,1101969
IL,1991,2810520,757572,999478,1053471
IL,1992,2781274,698647,1003295,1079332
IL,1993,2962412,812832,1043124,1106456
IL,1994,2976593,825387,1038608,1112598
IL,1995,3045040,826679,1093289,1125072
IL,1996,3229209,919858,1136534,1172817
IL,1997,3243331,974920,1095556,1172855
IL,1998,3091514,949046,975542,1166927
IL,1999,3246640,958832,1011875,1275933
IL,2000,3319569,1016555,1040261,1262752
IL,2001,3175628,983729,958425,1233474
IL,2002,3237119,986832,1051213,1199074
IL,2003,3251729,1010087,1001534,1240109
IL,2004,3312716,1069538,955972,1287205
IL,2005,3426160,1047532,972710,1405919
IL,2006,3284570,1045398,896138,1343035
IL,2007,3387641,1091382,968652,1327607
IL,2008,3384723,1103163,1003219,1278342
IL,2009,3173965,1014972,956553,1202440
IL,2010,3225654,1069037,962240,1194378
IL,2011,3211916,1052224,986310,1173383
IL,2012,3044272,969294,939024,1135954
IL,2013,3264812,1026925,1063511,1174375
IL,2014,3306550,1017855,1108134,1180562
IL,2015,3134555,850430,1011196,1272929
IN,1960,1615986,794942,219758,601286
IN,1961,1640161,798090,248273,593798
IN,1962,1670769,785052,281781,603936
IN,1963,1729253,815496,297815,615943
IN,1964,1815017,860401,333685,620931
IN,1965,1906159,900562,357502,648095
IN,1966,2027384,967518,399896,659971
IN,1967,2022878,930848,434632,657398
IN,1968,2117585,961526,454467,701592
IN,1969,2238857,996123,531512,711222
IN,1970,2286656,1006824,548640,731192
IN,1971,2282015,942253,570398,769364
IN,1972,2455229,1050876,580410,823943
IN,1973,2501360,1097874,541215,862271
IN,1974,2420211,1038072,530276,851863
IN,1975,2348869,1061168,472567,815134
IN,1976,2362004,1062942,420969,878094
IN,1977,2416104,1109953,394286,911865
IN,1978,2441115,1074576,436149,930390
IN,1979,2522218,1171644,499345,851230
IN,1980,2382421,1156965,482288,743168
IN,1981,2322280,1150611,487854,683814
IN,1982,2117923,1007163,471776,638984
IN,1983,2167098,1105128,425164,636807
IN,1984,2376139,1209499,451395,715244
IN,1985,2339609,1193273,433689,712648
IN,1986,2284828,1130131,396365,758331
IN,1987,2377779,1166555,412377,798847
IN,1988,2498608,1267244,459359,772005
IN,1989,2550965,1292598,465877,792490
IN,1990,2634344,1361800,456002,816542
IN,1991,2583446,1338976,460594,783877
IN,1992,2556116,1291098,485267,779751
IN,1993,2643627,1319875,521235,802517
IN,1994,2651826,1297228,523523,831075
IN,1995,2692880,1344410,538395,810074
IN,1996,2766569,1374505,576285,815779
IN,1997,2802586,1423469,559146,819971
IN,1998,2792680,1447976,527435,817269
IN,1999,2881002,1477167,558192,845642
IN,2000,3022409,1595037,576102,851270
IN,2001,2877572,1569235,505274,803062
IN,2002,2939607,1547530,538368,853709
IN,2003,3024153,1570700,566838,886614
IN,2004,3006306,1614210,526391,865705
IN,2005,2990349,1594399,535512,860438
IN,2006,2948043,1587100,499753,861191
IN,2007,2951834,1572084,543800,835950
IN,2008,2893709,1558078,555489,780142
IN,2009,2627541,1365413,511289,750839
IN,2010,2770086,1449371,577423,743291
IN,2011,2712274,1333442,635117,743715
IN,2012,2562300,1193465,654528,714307
IN,2013,2632662,1198611,680051,754000
IN,2014,2708720,1221492,723942,763286
IN,2015,2521146,1007472,734947,778727
KS,1960,642284,15724,373664,252897
KS,1961,631342,13478,364020,253844
KS,1962,652921,14595,373666,264661
KS,1963,653992,16716,367759,269518
KS,1964,669329,14827,391306,263196
KS,1965,733457,15282,440802,277373
KS,1966,774687,13680,481093,279915
KS,1967,740785,12231,446454,282101
KS,1968,803696,12740,490591,300365
KS,1969,855697,9771,540660,305265
KS,1970,888300,10701,574542,303057
KS,1971,923007,10817,605775,306414
KS,1972,972522,12416,626853,333254
KS,1973,974925,24625,597207,353094
KS,1974,972532,39107,578795,354630
KS,1975,937434,62280,490748,384406
KS,1976,981628,73379,505408,402841
KS,1977,996261,89517,497279,409465
KS,1978,1068603,136849,507973,423782
KS,1979,1158546,147482,571266,439799
KS,1980,1046839,191574,481990,373275
KS,1981,971194,212932,422564,335698
KS,1982,951293,212511,400519,338262
KS,1983,922720,231156,345858,345706
KS,1984,1046348,274843,360762,410744
KS,1985,1009007,259501,354756,394751
KS,1986,952117,251692,307990,392435
KS,1987,1007587,267406,343155,397026
KS,1988,1051798,269294,347982,434522
KS,1989,1019891,267926,338559,413406
KS,1990,1025133,271741,352645,400748
KS,1991,1009734,268537,373151,368047
KS,1992,975856,253303,338755,383798
KS,1993,1042921,302570,386513,353838
KS,1994,1064382,300955,415552,347875
KS,1995,1012033,289709,367750,354575
KS,1996,1071788,338314,360921,372553
KS,1997,1025694,310907,338569,376218
KS,1998,1013120,309382,325041,378697
KS,1999,1054191,329308,302023,422859
KS,2000,1069132,362797,314868,391466
KS,2001,1007182,354647,273862,378673
KS,2002,1062264,391664,307432,363168
KS,2003,1095135,389464,284722,420949
KS,2004,1059341,385498,260117,413726
KS,2005,980598,379823,258695,342081
KS,2006,985347,364212,269274,351861
KS,2007,1092717,396333,291695,404689
KS,2008,1014707,371804,292523,350380
KS,2009,996449,356079,292425,347945
KS,2010,997829,359908,280413,357508
KS,2011,970684,346521,285318,338845
KS,2012,913401,307585,268086,337730
KS,2013,963274,326817,288274,348183
KS,2014,969052,316572,291483,360996
KS,2015,878500,273416,260066,345017
KY,1960,641895,286738,153807,201349
KY,1961,644704,288113,156328,200263
KY,1962,675208,287376,163826,224006
KY,1963,770927,368036,173508,229383
KY,1964,817223,401711,179666,235845
KY,1965,849440,415492,176734,257214
KY,1966,861653,426294,152219,283141
KY,1967,924305,434203,197083,293020
KY,1968,964928,444142,201137,319650
KY,1969,1052495,470838,240050,341607
KY,1970,1137419,527054,252265,358101
KY,1971,1160400,550397,248514,361488
KY,1972,1231944,583808,259546,388590
KY,1973,1241641,573386,250136,418119
KY,1974,1234728,593822,231423,409483
KY,1975,1183735,558334,209199,416202
KY,1976,1312994,617452,248673,446870
KY,1977,1314319,613466,221936,478917
KY,1978,1330897,617183,215021,498694
KY,1979,1333123,609287,220854,502982
KY,1980,1327614,641685,204062,481867
KY,1981,1299710,663926,202235,433550
KY,1982,1248454,626978,191042,430434
KY,1983,1265635,637850,177528,450258
KY,1984,1322667,670985,193323,458359
KY,1985,1339447,716929,177681,444837
KY,1986,1374149,749913,173524,450712
KY,1987,1407234,746716,178271,482248
KY,1988,1524725,821777,190884,512064
KY,1989,1491372,767632,195826,527914
KY,1990,1497217,803503,191704,502009
KY,1991,1497408,802748,196251,498409
KY,1992,1542465,812932,200899,528634
KY,1993,1661842,921147,213053,527642
KY,1994,1646921,896399,221269,529254
KY,1995,1716778,929379,245572,541827
KY,1996,1728052,952091,248009,527952
KY,1997,1781631,977760,239307,564564
KY,1998,1752419,958990,212107,581322
KY,1999,1820983,987592,225390,608001
KY,2000,1827742,997621,234171,595950
KY,2001,1859285,1013055,216705,629526
KY,2002,1871804,950941,236124,684740
KY,2003,1820496,943652,231384,645460
KY,2004,1900199,961759,233361,705079
KY,2005,1925961,986263,240853,698845
KY,2006,1941105,1023263,217166,700675
KY,2007,1948328,1020709,235876,691744
KY,2008,1905673,1024816,233165,647691
KY,2009,1794419,937106,214261,643052
KY,2010,1874266,1009823,239057,625386
KY,2011,1846154,1010623,229048,606483
KY,2012,1735173,909705,232701,592767
KY,2013,1737364,914774,235703,586887
KY,2014,1755123,913452,262278,579392
KY,2015,1661664,796484,274697,590483
LA,1960,1478136,0,1003771,474366
LA,1961,1542254,1,1064610,477643
LA,1962,1548587,0,1050301,498286
LA,1963,1716992,2,1128773,588217
LA,1964,1838401,1,1201445,636956
LA,1965,1803816,0,1156449,647367
LA,1966,1951862,0,1245597,706264
LA,1967,2192788,0,1440390,752397
LA,1968,2362943,0,1539750,823193
LA,1969,2673079,0,1784110,888969
LA,1970,2798423,0,1894224,904199
LA,1971,2864705,0,1938558,926147
LA,1972,3041852,0,1996015,1045837
LA,1973,3269861,0,2072164,1197697
LA,1974,3333230,0,2068614,1264615
LA,1975,3065475,0,1854766,1210709
LA,1976,3505819,0,2121366,1384453
LA,1977,3888131,1774,2274100,1612257
LA,1978,4036671,3747,2349710,1683213
LA,1979,3935657,2518,2051384,1881754
LA,1980,3729543,2456,1862179,1864908
LA,1981,3723068,23727,1847639,1851702
LA,1982,3384211,64251,1629186,1690774
LA,1983,3150869,106718,1472328,1571824
LA,1984,3247510,119071,1661309,1467130
LA,1985,3035766,159097,1441820,1434849
LA,1986,3198208,171903,1496106,1530199
LA,1987,3240229,172355,1560707,1507167
LA,1988,3310609,212090,1506424,1592095
LA,1989,3408049,207701,1622888,1577460
LA,1990,3480395,208871,1654692,1616832
LA,1991,3463299,214236,1596766,1652297
LA,1992,3584269,223538,1619499,1741232
LA,1993,3626206,223457,1637028,1765721
LA,1994,3753111,230869,1649015,1873228
LA,1995,3780464,216826,1737257,1826381
LA,1996,3855948,205405,1687569,1962974
LA,1997,4017871,226065,1857072,1934734
LA,1998,3760031,225283,1679040,1855708
LA,1999,3766800,227687,1558295,1980819
LA,2000,4058492,253263,1625863,2179366
LA,2001,3562212,239990,1347228,1974995
LA,2002,3703360,232109,1475464,1995787
LA,2003,3561398,247978,1353179,1960242
LA,2004,3722004,256716,1393140,2072148
LA,2005,3602529,253518,1367497,1981514
LA,2006,3746719,265214,1346690,2134815
LA,2007,3819382,249800,1430621,2138960
LA,2008,3842130,262470,1369823,2209837
LA,2009,3633639,252519,1315265,2065855
LA,2010,3974780,259750,1482948,2232081
LA,2011,4015488,269993,1535704,2209791
LA,2012,3886648,238811,1585879,2061958
LA,2013,3794148,228055,1504972,2061120
LA,2014,3798329,209973,1547175,2041181
LA,2015,3844022,174221,1588977,2080823
MA,1960,1003509,118745,80612,804152
MA,1961,1029121,120459,84630,824032
MA,1962,1056164,119907,92131,844126
MA,1963,1026062,115969,99924,810169
MA,1964,1070292,123421,108193,838679
MA,1965,1200090,127922,115712,956456
MA,1966,1199355,112103,117709,969544
MA,1967,1273738,101438,129884,1042416
MA,1968,1305706,87696,133913,1084097
MA,1969,1334057,60429,138632,1134996
MA,1970,1411009,21393,149074,1240542
MA,1971,1422733,13054,158329,1251351
MA,1972,1477303,7677,162204,1307422
MA,1973,1472387,5151,157258,1309978
MA,1974,1344703,26447,156666,1161590
MA,1975,1303763,24484,154583,1124696
MA,1976,1376898,3953,157185,1215761
MA,1977,1360838,4008,161465,1195364
MA,1978,1337045,3163,161964,1171918
MA,1979,1153568,4632,157883,991052
MA,1980,1102905,22845,169897,910163
MA,1981,1041381,26644,165351,849386
MA,1982,1069855,89641,181781,798432
MA,1983,1032186,96877,185610,749698
MA,1984,1128092,116021,208279,803792
MA,1985,1124586,110246,221026,793313
MA,1986,1191667,99755,188754,903158
MA,1987,1215790,117626,231953,866210
MA,1988,1210414,116851,216402,877161
MA,1989,1270204,121873,260271,888060
MA,1990,1193833,114004,273581,806247
MA,1991,1181634,117917,283708,780009
MA,1992,1224249,112044,344350,767855
MA,1993,1192967,99579,350562,742826
MA,1994,1202051,101755,381130,719166
MA,1995,1171729,105363,391216,675150
MA,1996,1177188,113698,386953,676538
MA,1997,1259934,122896,411405,725633
MA,1998,1222998,109862,367039,746097
MA,1999,1191419,113610,361211,716597
MA,2000,1212799,114658,357716,740425
MA,2001,1213976,109014,364097,740865
MA,2002,1235051,118358,404456,712238
MA,2003,1255558,109373,414970,731215
MA,2004,1225441,105075,383625,736741
MA,2005,1243449,119333,386339,737777
MA,2006,1139143,112173,378026,648944
MA,2007,1187927,120168,418907,648851
MA,2008,1145441,106897,415247,623297
MA,2009,1073197,92056,408509,572633
MA,2010,1107909,83850,447428,576631
MA,2011,1073293,42963,464018,566311
MA,2012,982320,24036,430920,527364
MA,2013,1031088,42208,435312,553568
MA,2014,1008902,29871,432523,546507
MA,2015,1042592,24177,457366,561049
MD,1960,653175,226566,73315,353293
MD,1961,655025,230214,76520,348291
MD,1962,706904,252310,84796,369798
MD,1963,738466,275328,89004,374135
MD,1964,786614,300629,94255,391729
MD,1965,838758,327393,100979,410386
MD,1966,874560,339046,102826,432689
MD,1967,884963,350715,121287,412962
MD,1968,931641,362795,129702,439144
MD,1969,968253,355397,147720,465137
MD,1970,999838,311292,159584,528963
MD,1971,1026551,273953,164689,587909
MD,1972,1057667,226421,180283,650963
MD,1973,1129734,256761,177629,695344
MD,1974,1064811,217510,175541,671759
MD,1975,932758,197160,141854,593744
MD,1976,1002384,245318,149642,607423
MD,1977,942719,189728,135168,617824
MD,1978,976921,209720,139642,627558
MD,1979,1021342,240709,179631,601001
MD,1980,931731,235710,162955,533066
MD,1981,884336,210368,177238,496729
MD,1982,849284,217256,159832,472197
MD,1983,867263,232600,148327,486336
MD,1984,950943,270158,162784,518002
MD,1985,896474,256210,155581,484683
MD,1986,918904,275042,157872,485990
MD,1987,979347,288901,174143,516303
MD,1988,1012721,301217,177667,533837
MD,1989,1066392,295785,198687,571920
MD,1990,972926,286482,180566,505878
MD,1991,950363,274761,182961,492641
MD,1992,931935,247493,189963,494480
MD,1993,966836,261730,186562,518543
MD,1994,981516,268862,190998,521655
MD,1995,971454,289562,198577,483315
MD,1996,996342,292476,200827,503039
MD,1997,1018884,289686,219008,510190
MD,1998,1042893,303896,195457,543540
MD,1999,1076762,305186,202525,569051
MD,2000,1079014,312162,219031,547822
MD,2001,1070902,318851,184783,567268
MD,2002,1074775,325834,203489,545453
MD,2003,1105086,329590,204345,571151
MD,2004,1119642,327239,201801,590602
MD,2005,1145584,329304,211830,604451
MD,2006,1053010,324657,189179,539173
MD,2007,1068823,327979,208439,532405
MD,2008,1020565,309294,202744,508528
MD,2009,980342,266860,203604,509878
MD,2010,963398,266067,217625,479706
MD,2011,900576,241190,199132,460254
MD,2012,856998,192334,216558,448107
MD,2013,846321,183191,206126,457004
MD,2014,877472,201220,217227,459026
MD,2015,865593,165994,226010,473589
ME,1960,172763,20408,0,152355
ME,1961,187858,19505,0,168353
ME,1962,181578,17821,0,163757
ME,1963,181461,12541,0,168920
ME,1964,185160,8082,0,177078
ME,1965,179455,7992,0,171463
ME,1966,188104,7401,522,180181
ME,1967,199893,5618,775,193500
ME,1968,209627,4592,819,204216
ME,1969,221443,4272,1139,216033
ME,1970,234466,2166,1315,230986
ME,1971,285582,2301,1475,281806
ME,1972,307109,1402,1554,304153
ME,1973,297429,1418,1657,294354
ME,1974,262292,1957,1635,258700
ME,1975,225489,1311,1976,222202
ME,1976,261566,1050,2083,258433
ME,1977,265721,603,2047,263071
ME,1978,247306,719,2166,244422
ME,1979,226072,778,2162,223131
ME,1980,203550,3008,2162,198380
ME,1981,200094,3141,2288,194666
ME,1982,240058,6935,2686,230438
ME,1983,186169,5895,2475,177800
ME,1984,214910,4951,2528,207431
ME,1985,216843,5093,2620,209130
ME,1986,257552,9294,2549,245709
ME,1987,244406,6849,2747,234810
ME,1988,290276,6906,3283,280086
ME,1989,268774,6757,3930,258086
ME,1990,262470,10413,4572,247484
ME,1991,256891,15409,5001,236482
ME,1992,264956,27500,5333,232123
ME,1993,262103,17377,5191,239535
ME,1994,276601,17631,5268,253701
ME,1995,260617,10995,5538,244085
ME,1996,267488,9827,5821,251840
ME,1997,272037,8966,6470,256601
ME,1998,266396,7294,5789,253313
ME,1999,279855,6864,6646,266344
ME,2000,317588,9980,48041,259567
ME,2001,337142,7875,101190,228077
ME,2002,364609,8000,126275,230335
ME,2003,346829,7481,73517,265831
ME,2004,357353,7336,89581,260436
ME,2005,335943,7059,64818,264065
ME,2006,309570,6618,67557,235395
ME,2007,307484,6583,67227,233674
ME,2008,282683,5908,74494,202282
ME,2009,278447,1652,73569,203225
ME,2010,277342,2279,80988,194074
ME,2011,268091,1542,75061,191489
ME,2012,244861,1299,70451,173111
ME,2013,253186,1657,65886,185643
ME,2014,252423,2142,62423,187858
ME,2015,253292,2588,54203,196501
MI,1960,1749660,653141,382980,713539
MI,1961,1775982,637466,422582,715934
MI,1962,1894552,695978,459179,739395
MI,1963,1981844,758970,470503,752371
MI,1964,2049650,780945,505780,762926
MI,1965,2185722,830191,563563,791968
MI,1966,2348852,897159,626782,824911
MI,1967,2415433,870628,699131,845674
MI,1968,2544393,933607,711046,899740
MI,1969,2638851,908860,788222,941769
MI,1970,2606089,828881,821261,955946
MI,1971,2693009,837639,863320,992050
MI,1972,2796340,843677,877742,1074922
MI,1973,2843661,791284,929555,1122822
MI,1974,2734673,709962,942595,1082115
MI,1975,2722464,750983,894795,1076686
MI,1976,2756521,717683,895140,1143698
MI,1977,2609950,692982,745743,1171225
MI,1978,2680644,671257,793936,1215450
MI,1979,2677953,758928,880367,1038657
MI,1980,2540598,759026,874651,906921
MI,1981,2386903,757492,811399,818011
MI,1982,2219564,711387,762073,746104
MI,1983,2164233,706594,710144,747495
MI,1984,2257487,747632,727492,782362
MI,1985,2312402,781884,717041,813477
MI,1986,2347758,811930,686621,849206
MI,1987,2389541,840236,668667,880637
MI,1988,2506919,830904,763254,912761
MI,1989,2500225,790246,797304,912675
MI,1990,2539936,788043,879335,872559
MI,1991,2528795,764149,889956,874689
MI,1992,2549349,707470,964201,877678
MI,1993,2546050,715473,924909,905668
MI,1994,2624544,800996,917002,906546
MI,1995,2687150,786684,970995,929470
MI,1996,2764050,796303,1017096,950651
MI,1997,2748587,781123,987593,979871
MI,1998,2682230,826852,871603,983774
MI,1999,2816016,832638,947027,1036351
MI,2000,2765145,799800,971656,993689
MI,2001,2696676,789703,924496,982478
MI,2002,2718364,739866,984715,993784
MI,2003,2668035,747940,950714,969380
MI,2004,2693277,773825,938628,980824
MI,2005,2707276,799463,927535,980279
MI,2006,2518412,773595,816993,927824
MI,2007,2537825,801178,814887,921760
MI,2008,2436176,799969,797534,838673
MI,2009,2293042,735907,750783,806352
MI,2010,2305431,749285,758696,797449
MI,2011,2253596,691150,787337,775110
MI,2012,2186277,621633,804084,760560
MI,2013,2307346,658172,831741,817433
MI,2014,2327171,618479,878128,830563
MI,2015,2333121,617280,872198,843643
MN,1960,698970,131265,186121,381584
MN,1961,705278,130948,199324,375005
MN,1962,744211,131206,221625,391381
MN,1963,755471,138716,218609,398146
MN,1964,794593,156354,236502,401736
MN,1965,832667,159987,248244,424437
MN,1966,887899,171398,265810,450691
MN,1967,879610,161175,285350,433085
MN,1968,937336,150563,315017,471756
MN,1969,1018904,191156,328944,498804
MN,1970,1035274,179727,343007,512540
MN,1971,1035648,155594,352144,527910
MN,1972,1096820,161572,352111,583137
MN,1973,1143882,180736,360450,602695
MN,1974,1116360,188665,351995,575700
MN,1975,1079978,191490,331518,556970
MN,1976,1141308,222441,319516,599352
MN,1977,1142413,264929,292501,584983
MN,1978,1169316,255741,312196,601379
MN,1979,1130447,229460,332631,568355
MN,1980,1026141,242420,284941,498781
MN,1981,959502,244190,264845,450467
MN,1982,943291,212528,263011,467753
MN,1983,918747,211168,246314,461265
MN,1984,977019,231376,256402,489240
MN,1985,966583,226094,258499,481991
MN,1986,940444,201382,244526,494537
MN,1987,983212,255980,239750,487483
MN,1988,1090755,303592,285439,501724
MN,1989,1130229,324899,301369,503961
MN,1990,1120416,325469,291771,503176
MN,1991,1129436,301476,318200,509760
MN,1992,1151940,300773,312165,539001
MN,1993,1205752,325850,331511,548391
MN,1994,1226256,332848,327091,566317
MN,1995,1282620,337972,357493,587156
MN,1996,1351308,354571,374298,622440
MN,1997,1317647,341636,360264,615746
MN,1998,1308404,357030,337078,614297
MN,1999,1334525,341475,351078,641972
MN,2000,1399806,373775,367359,658673
MN,2001,1351457,353305,344882,653270
MN,2002,1387050,360822,374171,652057
MN,2003,1436926,390691,374189,672046
MN,2004,1430093,378775,362346,688973
MN,2005,1453089,379114,372082,701893
MN,2006,1410901,370814,358198,681889
MN,2007,1442245,366208,395658,680379
MN,2008,1439665,359359,435086,645219
MN,2009,1330347,328678,405516,596154
MN,2010,1337300,315438,427186,594677
MN,2011,1329542,315604,424958,588981
MN,2012,1281513,257875,430277,593360
MN,2013,1332764,267695,478611,586458
MN,2014,1388411,313073,490111,585227
MN,2015,1288135,271570,448555,568009
MO,1960,844692,170906,270074,403712
MO,1961,845831,158523,284094,403214
MO,1962,900758,180520,299614,420625
MO,1963,920621,180670,309136,430814
MO,1964,952669,183420,332023,437226
MO,1965,999645,189620,347967,462059
MO,1966,1024624,190661,357396,476567
MO,1967,1051081,188991,367195,494895
MO,1968,1129260,212261,372856,544142
MO,1969,1212891,244510,406671,561709
MO,1970,1283516,279245,432532,571738
MO,1971,1311202,294143,432108,584950
MO,1972,1374721,334355,428192,612174
MO,1973,1440338,383451,424673,632214
MO,1974,1404839,382005,411933,610901
MO,1975,1415499,430226,371837,613436
MO,1976,1494223,468324,381399,644501
MO,1977,1539454,503909,367704,667840
MO,1978,1540831,485655,360269,694907
MO,1979,1511898,512505,340138,659254
MO,1980,1415260,531438,322842,560979
MO,1981,1359167,536042,287706,535419
MO,1982,1350438,523817,282312,544309
MO,1983,1355545,564360,264229,526956
MO,1984,1399771,593295,269127,537348
MO,1985,1342403,529684,263961,548757
MO,1986,1318553,512338,244317,561897
MO,1987,1346048,528040,234492,583517
MO,1988,1409248,547281,254438,607529
MO,1989,1406461,550407,252657,603397
MO,1990,1367658,539572,241335,586751
MO,1991,1372898,533887,258636,580375
MO,1992,1364340,522331,241227,600782
MO,1993,1370124,467752,280680,621693
MO,1994,1461479,539958,267762,653759
MO,1995,1546823,593728,281056,672039
MO,1996,1629508,631084,296414,702010
MO,1997,1653923,670589,285391,697942
MO,1998,1702874,695687,261463,745725
MO,1999,1726845,687170,269052,770623
MO,2000,1652686,688905,288058,675723
MO,2001,1728611,716378,288586,723647
MO,2002,1729447,725679,278873,724895
MO,2003,1800742,795634,265133,739974
MO,2004,1820898,807466,268289,745144
MO,2005,1852077,835663,273386,743028
MO,2006,1824405,829054,257924,737427
MO,2007,1813054,802879,277919,732256
MO,2008,1768269,792918,298421,676930
MO,2009,1679585,765617,266711,647257
MO,2010,1721589,801625,282123,637841
MO,2011,1719829,825650,275308,618871
MO,2012,1623544,768297,258945,596302
MO,2013,1689462,806549,281399,601514
MO,2014,1696869,780707,301368,614794
MO,2015,1586705,696401,270935,619369
MS,1960,331302,753,187874,142675
MS,1961,333754,655,190591,142508
MS,1962,355809,708,199391,155710
MS,1963,397433,763,222937,173733
MS,1964,432565,729,250528,181308
MS,1965,426309,1020,250626,174663
MS,1966,471118,898,284500,185720
MS,1967,497516,962,288650,207905
MS,1968,561281,7317,319377,234586
MS,1969,601996,14757,333993,253247
MS,1970,655445,13225,369391,272830
MS,1971,690432,13498,387779,289155
MS,1972,732308,13952,387436,330920
MS,1973,721816,29485,321528,370802
MS,1974,696766,34581,283104,379081
MS,1975,646755,33355,235345,378055
MS,1976,667199,42531,203702,420966
MS,1977,719141,38658,202631,477851
MS,1978,761024,40994,208038,511993
MS,1979,772537,59765,260547,452226
MS,1980,728821,74997,270909,382916
MS,1981,684623,82948,249062,352613
MS,1982,691840,100518,276666,314655
MS,1983,648794,96091,244281,308422
MS,1984,692844,103950,276617,312277
MS,1985,657909,109381,233010,315518
MS,1986,664947,108771,220195,335981
MS,1987,684473,122372,212336,349765
MS,1988,726876,129622,216397,380858
MS,1989,693602,95648,232394,365560
MS,1990,740422,103944,261921,374556
MS,1991,737416,95302,257004,385111
MS,1992,737400,86785,250696,399918
MS,1993,757787,99325,235310,423151
MS,1994,765499,97270,266219,402010
MS,1995,794568,103786,295377,395404
MS,1996,824010,127780,277468,418762
MS,1997,829735,132171,264210,433354
MS,1998,840606,125930,252445,462232
MS,1999,928274,137608,317777,472889
MS,2000,916049,147481,312078,456490
MS,2001,1019600,198275,340904,480421
MS,2002,937857,154339,354550,428969
MS,2003,935258,178949,275147,481163
MS,2004,956258,184992,290512,480755
MS,2005,943241,176286,310713,456241
MS,2006,975965,190057,315909,469999
MS,2007,1021641,185063,374990,461588
MS,2008,964633,177166,364237,423230
MS,2009,913849,141675,371245,400929
MS,2010,999289,148463,444875,405951
MS,2011,944914,107546,437873,399494
MS,2012,989574,82456,499946,407172
MS,2013,941875,97767,426902,417206
MS,2014,983404,116537,439557,427311
MS,2015,1036285,71626,534052,430607
MT,1960,168648,3999,57638,107011
MT,1961,183312,5149,61314,116849
MT,1962,191483,5670,65680,120133
MT,1963,193220,5372,66566,121282
MT,1964,198667,5811,69486,123370
MT,1965,187063,5537,70795,110731
MT,1966,196235,5805,72116,118314
MT,1967,181977,5484,64908,111585
MT,1968,193926,6719,62835,124371
MT,1969,216995,9648,78205,129142
MT,1970,228809,12023,90601,126185
MT,1971,235751,11475,91096,133181
MT,1972,246554,13182,87020,146352
MT,1973,264904,15243,93117,156544
MT,1974,254825,14717,81667,158441
MT,1975,254506,18630,81190,154686
MT,1976,284566,42179,75412,166976
MT,1977,293359,57814,71595,163950
MT,1978,302622,57597,72686,172339
MT,1979,319285,63407,69114,186764
MT,1980,285443,60228,61453,163762
MT,1981,259516,62539,53029,143948
MT,1982,231593,48650,52782,130161
MT,1983,237542,42786,46619,148137
MT,1984,278253,90265,47098,140890
MT,1985,298202,99055,47312,151835
MT,1986,307771,133247,41148,133376
MT,1987,305795,132937,39561,133297
MT,1988,359928,181480,42872,135577
MT,1989,369658,179360,46671,143626
MT,1990,355744,168848,44378,142518
MT,1991,366102,184213,46719,135170
MT,1992,380633,194093,46615,139925
