StateCode,Year,RETCB(TOAL),EMTCB(ETHONAL),GETCB(GEOTHERMAL),HYTCB(HYDRO),SOTCB(SOLAR),WYTCB(WIND),WWTCB(WOODWASTE)
GA,1992,234696,212,47,50834,123,0,183481
GA,1993,240389,392,49,45944,133,0,193872
GA,1994,240939,112,46,44683,143,0,195956
GA,1995,249128,10,48,43277,159,0,205634
GA,1996,256860,0,51,48380,169,0,208259
GA,1997,262479,0,54,43708,186,0,218529
GA,1998,256573,0,56,53376,202,0,202938
GA,1999,231115,0,91,28134,216,0,202675
GA,2000,222186,0,91,25307,224,0,196564
GA,2001,192060,0,101,26829,226,0,164904
GA,2002,283704,0,107,27627,231,0,255738
GA,2003,221665,0,125,41920,236,0,179384
GA,2004,226739,0,135,36983,234,0,189388
GA,2005,218351,2370,153,40317,237,0,175267
GA,2006,210622,3422,172,25480,241,0,181285
GA,2007,205582,5063,203,22102,245,0,177945
GA,2008,198118,27081,227,21133,264,0,148022
GA,2009,220317,34318,276,31815,293,0,148098
GA,2010,237832,35085,300,32407,383,0,163909
GA,2011,237680,34876,291,26282,524,0,170125
GA,2012,230052,36618,315,21281,729,0,167176
GA,2013,270569,38232,315,35431,1313,0,192085
GA,2014,284935,36042,315,29142,2393,0,211503
GA,2015,296226,37559,315,27804,2459,0,222085
HI,1960,292,0,0,292,0,0,0
HI,1961,258,0,0,258,0,0,0
HI,1962,214,0,0,214,0,0,0
HI,1963,446,0,0,240,0,0,206
HI,1964,1429,0,0,1205,0,0,224
HI,1965,1265,0,0,1093,0,0,172
HI,1966,1309,0,0,1165,0,0,144
HI,1967,1389,0,0,1131,0,0,258
HI,1968,1657,0,0,979,0,0,678
HI,1969,1773,0,0,1043,0,0,729
HI,1970,1559,0,0,1131,0,0,429
HI,1971,1283,0,0,936,0,0,347
HI,1972,1491,0,0,941,0,0,550
HI,1973,1528,0,0,985,0,0,543
HI,1974,1550,0,0,958,0,0,591
HI,1975,1498,0,0,929,0,0,569
HI,1976,1663,0,0,962,0,0,701
HI,1977,1355,0,0,895,0,0,460
HI,1978,1143,0,0,868,0,0,275
HI,1979,1258,0,0,931,0,0,327
HI,1980,12808,0,0,898,0,0,11910
HI,1981,13585,14,0,840,0,0,12731
HI,1982,13382,3,0,942,0,0,12437
HI,1983,14920,0,0,885,0,0,14035
HI,1984,15372,0,216,855,0,0,14301
HI,1985,15307,0,197,893,0,0,14217
HI,1986,17315,0,184,817,0,0,16314
HI,1987,18834,0,133,855,0,0,17846
HI,1988,20427,0,168,834,0,0,19426
HI,1989,28875,0,147,581,819,344,26984
HI,1990,27937,0,0,827,885,300,25924
HI,1991,27516,0,0,741,957,372,25446
HI,1992,26800,0,23,632,1010,235,24901
HI,1993,27829,0,1570,580,1065,226,24388
HI,1994,25404,0,1912,1438,1120,210,20724
HI,1995,24608,0,2419,1009,1168,210,19803
HI,1996,24088,0,2502,1076,1211,233,19066
HI,1997,22502,0,2506,1178,1222,164,17433
HI,1998,21657,0,2418,1237,1257,197,16548
HI,1999,21767,0,2162,1175,1280,169,16981
HI,2000,20386,0,2681,1055,1282,173,15194
HI,2001,12389,0,2143,1041,1236,22,7947
HI,2002,10452,0,748,967,1240,16,7480
HI,2003,13310,0,1813,916,1259,16,9305
HI,2004,13769,0,2144,941,1273,75,9336
HI,2005,14119,1183,2224,962,1301,66,8382
HI,2006,15350,1351,2114,1191,1380,790,8524
HI,2007,16755,1724,2280,913,1516,2354,7969
HI,2008,19097,3185,2316,831,1790,2365,8609
HI,2009,19440,3638,1643,1099,2019,2454,8586
HI,2010,17937,2783,1964,687,2291,2547,7664
HI,2011,19778,3230,2183,905,2828,3311,7320
HI,2012,21058,2932,2491,1090,4273,3599,6672
HI,2013,25451,3028,2630,747,6093,4802,8151
HI,2014,27362,3303,2422,895,7534,5503,7706
HI,2015,28830,3939,2154,1129,8351,5710,7545
IA,1960,15884,0,0,9481,0,0,6404
IA,1961,15713,0,0,9550,0,0,6163
IA,1962,15580,0,0,9830,0,0,5749
IA,1963,13403,0,0,7943,0,0,5460
IA,1964,12798,0,0,7219,0,0,5579
IA,1965,15160,0,0,9698,0,0,5462
IA,1966,14994,0,0,9031,0,0,5963
IA,1967,14243,0,0,8409,0,0,5834
IA,1968,16244,0,0,9891,0,0,6353
IA,1969,15250,0,0,9046,0,0,6204
IA,1970,16080,0,0,9816,0,0,6264
IA,1971,16122,0,0,9565,0,0,6557
IA,1972,17235,0,0,10310,0,0,6925
IA,1973,16691,0,0,9415,0,0,7276
IA,1974,16976,0,0,9304,0,0,7672
IA,1975,17029,0,0,9142,0,0,7887
IA,1976,15187,0,0,6692,0,0,8495
IA,1977,17088,0,0,8136,0,0,8952
IA,1978,19287,0,0,9639,0,0,9649
IA,1979,18947,0,0,9296,0,0,9652
IA,1980,58556,0,0,9828,0,0,48728
IA,1981,64176,1831,0,10260,0,0,49616
IA,1982,66907,4110,0,9599,0,0,50223
IA,1983,72089,4113,0,9675,0,0,54656
IA,1984,75557,3554,0,9587,0,0,57764
IA,1985,75925,2843,0,10334,0,0,58132
IA,1986,99976,2901,0,9953,0,0,78644
IA,1987,107657,3354,0,10115,0,0,82412
IA,1988,111500,3396,0,7218,0,0,89205
IA,1989,77651,3870,56,7009,9,0,52636
IA,1990,74025,3070,63,9103,9,0,47818
IA,1991,76130,3823,68,9404,9,0,47348
IA,1992,80204,4738,73,10339,9,0,45655
IA,1993,80903,5589,78,7703,9,0,43480
IA,1994,85415,6412,167,11049,9,1,40818
IA,1995,84388,6280,187,10343,9,1,40825
IA,1996,88728,4017,224,9671,9,1,48281
IA,1997,80058,4891,247,8221,9,1,40383
IA,1998,79013,6048,303,9309,9,1,37255
IA,1999,84399,6548,315,9670,9,3337,37539
IA,2000,80729,7690,315,9222,8,5037,31558
IA,2001,76675,8080,338,8733,7,5041,27660
IA,2002,85164,8291,369,9628,6,9347,30789
IA,2003,93612,8862,497,7985,5,9942,30503
IA,2004,111196,9368,555,9475,4,10516,30567
IA,2005,124648,2920,647,9594,8,16470,31021
IA,2006,142210,2654,708,9020,14,22990,20863
IA,2007,176007,4577,785,9512,17,27247,23476
IA,2008,212372,8171,874,8071,19,40242,23929
IA,2009,288610,7946,1037,9479,32,72424,26721
IA,2010,339180,13430,1170,9250,33,89466,26845
IA,2011,345835,14099,1359,8991,34,104050,18795
IA,2012,358867,13102,1281,7291,48,133533,17256
IA,2013,384549,12880,1281,7147,88,148538,19480
IA,2014,405012,14252,1281,8356,268,155077,21842
IA,2015,413344,15750,1281,8948,419,166555,19936
ID,1960,77688,0,0,66333,0,0,11354
ID,1961,70403,0,0,59590,0,0,10813
ID,1962,73984,0,0,63159,0,0,10825
ID,1963,73227,0,0,62667,0,0,10560
ID,1964,76892,0,0,65833,0,0,11059
ID,1965,79778,0,0,69417,0,0,10361
ID,1966,81379,0,0,71110,0,0,10269
ID,1967,82252,0,0,71952,0,0,10300
ID,1968,80804,0,0,70145,0,0,10659
ID,1969,76228,0,0,65608,0,0,10620
ID,1970,85735,0,0,74260,0,0,11476
ID,1971,89445,0,0,78264,0,0,11181
ID,1972,92776,0,0,81408,0,0,11368
ID,1973,97216,0,0,86007,0,0,11209
ID,1974,111472,0,0,101140,0,0,10332
ID,1975,118011,0,0,106908,0,0,11103
ID,1976,121380,0,0,107589,0,0,13792
ID,1977,85968,0,0,70428,0,0,15540
ID,1978,119334,0,0,102269,0,0,17065
ID,1979,113729,0,0,94885,0,0,18844
ID,1980,113407,0,0,98760,0,0,14646
ID,1981,115694,0,0,99374,0,0,16321
ID,1982,137262,20,0,121177,0,0,16065
ID,1983,152320,71,0,134351,0,0,17899
ID,1984,156188,63,0,137756,0,0,18184
ID,1985,132234,138,0,113491,0,0,18265
ID,1986,146356,166,0,126946,0,0,18885
ID,1987,101447,204,0,84444,0,0,16407
ID,1988,87409,379,0,69638,0,0,17002
ID,1989,124844,650,536,97532,2,0,25759
ID,1990,119701,575,536,94814,2,0,23469
ID,1991,116219,649,535,91266,2,0,23412
ID,1992,95136,405,535,68815,2,0,25063
ID,1993,125883,64,535,100157,2,0,24811
ID,1994,106260,56,535,81663,2,0,23622
ID,1995,139475,37,521,113322,2,0,25235
ID,1996,164045,0,529,137349,2,0,26022
ID,1997,179013,0,522,149882,2,0,28360
ID,1998,159820,0,555,131904,2,0,27075
ID,1999,167399,0,1262,138042,2,0,27835
ID,2000,141037,0,1307,111871,1,0,27553
ID,2001,104603,0,1520,74637,2,0,28118
ID,2002,113187,0,1530,89210,3,0,22008
ID,2003,108866,0,1312,84585,3,0,22469
ID,2004,112076,0,1397,84752,3,0,25708
ID,2005,122254,1170,1525,85413,8,0,34138
ID,2006,147635,1128,1510,111513,14,1682,31787
ID,2007,127359,1876,1537,89170,17,1703,32961
ID,2008,132813,2309,2325,92258,20,2044,31812
ID,2009,136226,2739,2122,101838,23,3059,25767
ID,2010,129318,3349,2120,89309,29,4300,27121
ID,2011,176321,4201,2164,130241,29,12696,23988
ID,2012,155398,4673,2213,104109,46,17991,23706
ID,2013,139547,4978,1881,80845,63,23472,25591
ID,2014,154780,4976,2252,85611,64,26683,31897
ID,2015,143396,6126,2207,81603,81,21156,29242
IL,1960,33020,0,0,1986,0,0,31033
IL,1961,32237,0,0,2101,0,0,30135
IL,1962,32864,0,0,1999,0,0,30865
IL,1963,34418,0,0,1855,0,0,32563
IL,1964,34491,0,0,1860,0,0,32631
IL,1965,35036,0,0,1827,0,0,33209
IL,1966,37080,0,0,1804,0,0,35275
IL,1967,37444,0,0,1874,0,0,35570
IL,1968,40029,0,0,1731,0,0,38299
IL,1969,41716,0,0,1781,0,0,39935
IL,1970,41064,0,0,1747,0,0,39317
IL,1971,40628,0,0,1429,0,0,39199
IL,1972,41490,0,0,1557,0,0,39932
IL,1973,43861,0,0,1339,0,0,42523
IL,1974,43952,0,0,1300,0,0,42652
IL,1975,42898,0,0,1274,0,0,41624
IL,1976,47471,0,0,1345,0,0,46126
IL,1977,51314,0,0,1351,0,0,49962
IL,1978,62925,0,0,1332,0,0,61593
IL,1979,64626,0,0,1345,0,0,63281
IL,1980,92366,0,0,1438,0,0,90927
IL,1981,100323,494,0,1399,0,0,95574
IL,1982,108434,2070,0,1297,0,0,95580
IL,1983,126417,1935,0,1414,0,0,105324
IL,1984,124741,4369,0,1468,0,0,97805
IL,1985,130268,7076,0,1422,0,0,99245
IL,1986,141294,9692,0,1477,0,0,106422
IL,1987,151533,11329,0,1116,0,0,113289
IL,1988,160014,11858,0,671,0,0,121721
IL,1989,131790,12817,244,1038,49,0,93469
IL,1990,102981,11367,270,1497,53,0,69634
IL,1991,108933,12555,293,1403,54,0,71166
IL,1992,114816,14435,316,1441,61,0,71921
IL,1993,98172,14299,336,1342,70,0,53276
IL,1994,100879,17850,310,1244,86,0,51009
IL,1995,97861,14985,331,1278,105,0,52191
IL,1996,83498,10875,350,1092,113,0,59268
IL,1997,91180,15823,374,992,137,0,53157
IL,1998,91481,18747,388,1404,180,0,46561
IL,1999,93839,19908,439,1453,209,0,49492
IL,2000,97688,23956,439,1467,208,0,44917
IL,2001,100639,27326,474,1488,247,0,41960
IL,2002,111211,25249,517,1311,326,0,44134
IL,2003,126761,32688,672,1402,392,182,44389
IL,2004,125972,33812,730,1538,519,782,44709
IL,2005,107713,30310,836,1290,669,1411,31519
IL,2006,103544,29968,969,1719,824,2525,25253
IL,2007,122871,34023,1173,1519,954,6567,27489
IL,2008,153749,41659,1399,1365,1053,23029,29224
IL,2009,178845,38842,1744,1331,1104,27519,37841
IL,2010,195646,40345,1965,1157,1284,43450,36504
IL,2011,198829,38558,1905,1365,1320,60367,26955
IL,2012,210486,38327,2042,1058,1561,73528,25594
IL,2013,232518,39327,2042,1148,1798,91834,30229
IL,2014,239477,39605,2042,1258,1880,95888,30646
IL,2015,251670,42275,2042,1160,1932,100154,26079
IN,1960,24556,0,0,1079,0,0,23477
IN,1961,24199,0,0,1137,0,0,23062
IN,1962,24089,0,0,796,0,0,23293
IN,1963,24007,0,0,544,0,0,23463
IN,1964,23168,0,0,472,0,0,22696
IN,1965,23060,0,0,979,0,0,22081
IN,1966,24315,0,0,990,0,0,23325
IN,1967,27363,0,0,4888,0,0,22475
IN,1968,28677,0,0,5444,0,0,23233
IN,1969,29971,0,0,6170,0,0,23801
IN,1970,28494,0,0,5199,0,0,23295
IN,1971,27156,0,0,4513,0,0,22643
IN,1972,30826,0,0,3998,0,0,26828
IN,1973,32102,0,0,4984,0,0,27118
IN,1974,32017,0,0,4647,0,0,27370
IN,1975,31342,0,0,4623,0,0,26719
IN,1976,36021,0,0,4972,0,0,31049
IN,1977,38768,0,0,3898,0,0,34870
IN,1978,45814,0,0,3737,0,0,42076
IN,1979,51858,0,0,4540,0,0,47318
IN,1980,56145,0,0,4928,0,0,51217
IN,1981,59181,0,0,5317,0,0,53864
IN,1982,59095,994,0,4473,0,0,53628
IN,1983,67925,4233,0,4401,0,0,59291
IN,1984,65106,4567,0,4548,0,0,55992
IN,1985,69669,4538,0,4451,0,0,56665
IN,1986,71973,5036,0,5285,0,0,57426
IN,1987,76758,5794,0,5279,0,0,61086
IN,1988,80134,5492,0,4553,0,0,65495
IN,1989,69984,6118,453,4697,12,0,54394
IN,1990,60812,5227,502,4588,13,0,46888
IN,1991,61906,6210,544,4164,13,0,46791
IN,1992,63036,5916,587,5817,16,0,46995
IN,1993,53578,6202,624,4623,20,0,38098
IN,1994,51764,6105,670,4197,24,0,36335
IN,1995,54693,7706,726,4818,25,0,37204
IN,1996,49717,3925,794,4636,32,0,38619
IN,1997,47036,5268,856,5736,32,0,32152
IN,1998,44517,5018,934,4881,33,0,30163
IN,1999,47598,8799,1029,4162,34,0,30363
IN,2000,48674,9822,1029,6001,33,0,27960
IN,2001,53112,9146,1120,5897,35,0,32747
IN,2002,55259,10392,1221,4184,38,0,33785
IN,2003,57431,11133,1605,4293,37,0,33839
IN,2004,57965,11256,1759,4444,63,0,34600
IN,2005,63421,12689,2024,4382,78,0,38712
IN,2006,54429,13423,2306,4855,91,0,28252
IN,2007,66013,16420,2718,4447,100,0,27300
IN,2008,97848,22107,3180,4304,102,2349,33469
IN,2009,117153,24358,3912,4914,128,13695,31509
IN,2010,136164,23930,4408,4426,134,28625,30427
IN,2011,146085,23790,4499,3972,166,31921,30477
IN,2012,142964,24636,4647,4125,183,30547,28862
IN,2013,150159,25815,4647,3692,489,33213,32929
IN,2014,155342,25559,4647,3530,1203,33247,32974
IN,2015,167061,24845,4647,3553,1713,42077,30618
KS,1960,4123,0,0,211,0,0,3912
KS,1961,3855,0,0,171,0,0,3684
KS,1962,3670,0,0,162,0,0,3508
KS,1963,3798,0,0,174,0,0,3624
KS,1964,3674,0,0,140,0,0,3534
KS,1965,3499,0,0,140,0,0,3358
KS,1966,3529,0,0,138,0,0,3391
KS,1967,3349,0,0,97,0,0,3252
KS,1968,3459,0,0,106,0,0,3353
KS,1969,3280,0,0,67,0,0,3214
KS,1970,3730,0,0,71,0,0,3659
KS,1971,3941,0,0,75,0,0,3866
KS,1972,5702,0,0,48,0,0,5654
KS,1973,6031,0,0,32,0,0,5999
KS,1974,5915,0,0,70,0,0,5846
KS,1975,5811,0,0,48,0,0,5763
KS,1976,6526,0,0,54,0,0,6472
KS,1977,6852,0,0,33,0,0,6820
KS,1978,7540,0,0,49,0,0,7491
KS,1979,7928,0,0,38,0,0,7891
KS,1980,9088,0,0,86,0,0,9002
KS,1981,8483,136,0,80,0,0,8084
KS,1982,10392,61,0,68,0,0,9653
KS,1983,10707,543,0,58,0,0,8965
KS,1984,14676,2123,0,78,0,1,11118
KS,1985,14844,1836,0,93,0,0,11468
KS,1986,21818,1752,0,87,0,1,18455
KS,1987,20517,1181,0,93,0,0,17586
KS,1988,21727,1018,0,119,0,1,18934
KS,1989,17714,991,22,104,35,1,15008
KS,1990,13869,606,43,138,36,0,11751
KS,1991,14307,591,63,110,36,0,11999
KS,1992,14248,580,83,101,37,1,12111
KS,1993,13513,504,102,51,37,1,10903
KS,1994,13084,476,121,102,37,1,10291
KS,1995,12949,382,139,116,37,0,10347
KS,1996,11792,235,174,113,37,0,10459
KS,1997,10349,236,194,142,36,0,8411
KS,1998,9895,290,249,117,34,0,7674
KS,1999,10142,485,253,126,32,0,7856
KS,2000,9920,214,253,156,29,0,7634
KS,2001,10907,202,277,264,25,412,7971
KS,2002,19525,2444,302,130,22,4748,8118
KS,2003,21888,3465,411,126,18,3705,8305
KS,2004,19513,347,462,126,15,3592,8411
KS,2005,22792,2591,541,113,17,4258,7593
KS,2006,27865,2611,583,96,21,9839,4692
KS,2007,35423,5022,630,104,24,11392,5136
KS,2008,57572,9113,689,104,23,17337,5614
KS,2009,65980,8764,803,125,24,27945,5721
KS,2010,73631,8713,906,129,28,33220,5762
KS,2011,78451,8785,1005,143,29,36143,8074
KS,2012,89059,8295,974,99,39,49439,7384
KS,2013,132025,8472,974,139,55,90002,8534
KS,2014,150249,9372,974,154,55,103135,8543
KS,2015,147866,9973,974,177,87,102495,7363
KY,1960,50751,0,0,28333,0,0,22418
KY,1961,48648,0,0,27109,0,0,21538
KY,1962,51423,0,0,29293,0,0,22130
KY,1963,47591,0,0,24399,0,0,23192
KY,1964,47022,0,0,25262,0,0,21760
KY,1965,47438,0,0,25760,0,0,21678
KY,1966,49311,0,0,26718,0,0,22592
KY,1967,61073,0,0,38563,0,0,22511
KY,1968,53358,0,0,30430,0,0,22928
KY,1969,51326,0,0,27974,0,0,23353
KY,1970,57023,0,0,33303,0,0,23719
KY,1971,61912,0,0,37053,0,0,24859
KY,1972,66566,0,0,39127,0,0,27438
KY,1973,67629,0,0,39719,0,0,27910
KY,1974,66669,0,0,35482,0,0,31187
KY,1975,66857,0,0,36035,0,0,30821
KY,1976,68110,0,0,32766,0,0,35344
KY,1977,64140,0,0,34572,0,0,29568
KY,1978,70514,0,0,32964,0,0,37550
KY,1979,82531,0,0,40794,0,0,41737
KY,1980,55822,0,0,30538,0,0,25284
KY,1981,55159,24,0,27160,0,0,27975
KY,1982,69516,156,0,34944,0,0,34417
KY,1983,65792,811,0,34123,0,0,30858
KY,1984,77261,2552,0,36684,0,0,38025
KY,1985,73167,3628,0,30727,0,0,38812
KY,1986,68813,5546,0,28559,0,0,34709
KY,1987,66840,6398,0,30712,0,0,29729
KY,1988,61978,5537,0,25013,0,0,31428
KY,1989,77084,4049,214,45945,3,0,26874
KY,1990,53391,2915,237,32874,3,0,17362
KY,1991,59493,2865,256,38173,4,0,18196
KY,1992,61359,3361,276,38961,4,0,18758
KY,1993,50100,2119,294,32526,4,0,15157
KY,1994,57565,894,366,41404,4,0,14897
KY,1995,51655,449,400,35303,4,0,15499
KY,1996,55609,466,450,36159,4,0,18531
KY,1997,48522,553,488,34522,4,0,12955
KY,1998,43807,327,552,31774,4,0,11149
KY,1999,38509,305,597,26144,4,0,11459
KY,2000,36286,234,597,23713,4,0,11738
KY,2001,53502,335,672,39839,4,0,12652
KY,2002,65018,2187,733,40944,4,0,21150
KY,2003,70460,4880,971,39974,4,0,24631
KY,2004,71088,4262,1071,37863,30,0,26406
KY,2005,74390,9532,1238,29609,35,0,32585
KY,2006,69113,9868,1391,25707,39,0,30401
KY,2007,64542,11932,1608,16492,41,0,32457
KY,2008,70351,15290,1855,18895,48,0,32324
KY,2009,83846,16847,2258,32380,60,0,30355
KY,2010,78800,17186,2544,25173,66,0,31804
KY,2011,83109,17106,2700,28850,85,0,32399
KY,2012,75015,17715,2712,22475,92,0,30174
KY,2013,89313,18046,2712,31249,184,0,35199
KY,2014,90311,17765,2712,29895,187,0,37798
KY,2015,87783,17350,2712,31717,197,0,33916
LA,1960,38992,0,0,0,0,0,38992
LA,1961,37174,0,0,0,0,0,37174
LA,1962,36785,0,0,0,0,0,36785
LA,1963,39147,0,0,0,0,0,39147
LA,1964,39291,0,0,0,0,0,39291
LA,1965,38299,0,0,0,0,0,38299
LA,1966,39754,0,0,0,0,0,39754
LA,1967,37685,0,0,0,0,0,37685
LA,1968,40791,0,0,0,0,0,40791
LA,1969,40698,0,0,0,0,0,40698
LA,1970,41620,0,0,0,0,0,41620
LA,1971,41912,0,0,0,0,0,41912
LA,1972,44819,0,0,0,0,0,44819
LA,1973,45748,0,0,0,0,0,45748
LA,1974,44928,0,0,0,0,0,44928
LA,1975,42358,0,0,0,0,0,42358
LA,1976,45170,0,0,0,0,0,45170
LA,1977,46692,0,0,0,0,0,46692
LA,1978,47825,0,0,0,0,0,47825
LA,1979,44717,0,0,0,0,0,44717
LA,1980,64707,0,0,0,0,0,64707
LA,1981,68263,0,0,0,0,0,68263
LA,1982,69667,0,0,0,0,0,69667
LA,1983,74654,0,0,0,0,0,74654
LA,1984,78816,190,0,0,0,0,78627
